node	species
BLPDV7197-18	Unzela japix
GWORN002-09	Unzela japix
LEPIG602-11	Unzela japix
GWOTP670-16	Oplerclanis rhadamistus
SOWD807-07	Oplerclanis boisduvali
SOWD808-07	Oplerclanis boisduvali
SOWD810-07	Oplerclanis boisduvali
SAMPA1477-19	Microsphinx pumilum
BLPAA12234-18	Aleuron carinata
SPCMA050-09	Aleuron carinata
JSPC037-03	Aleuron iphisDHJ02
MHMYO2463-12	Aleuron iphisDHJ01
BLPAA39393-23	Aleuron neglectum
SAMPA2110-21	Aleuron neglectum
SOWC368-06	Aleuron cymographum
BLPAA51669-24	Aleuron chloropteraDHJ01
BLPAA12233-18	Aleuron chloropteraDHJ02
SOWC369-06	Aleuron chloroptera
SAMPA2112-21	Aleuron chloroptera
BLPAA40272-23	Hemeroplanes triptolemus
AMAZ265-09	Hemeroplanes ornatus
BLPAA18827-20	Hemeroplanes ornatus
SOWB946-06	Hemeroplanes diffusa
SOWB949-06	Hemeroplanes longistriga
LOSA096-05	Cephonodes virescens
GBMIN88077-17	Cephonodes hylas
SOWC447-06	Cephonodes melanogaster
STMHA034-19	Cephonodes titan
SOWC458-06	Cephonodes banksi
SOWC452-06	Cephonodes banksi
SPHJT086-10	Cephonodes kingii
LOQ381-04	Cephonodes cunninghami
SPTMB627-11	Cephonodes xanthus
SPHJT088-10	Cephonodes australis
NGSFT010-15	Cephonodes armatus
ANICC074-08	Cephonodes janus
SPTMC726-13	Cephonodes picus
SPTMB126-10	Cephonodes picus
ANICM126-10	Cephonodes woodfordii
SPTMC747-13	Cephonodes rufescens
BHULP015-22	Acherontia lachesis
GWOSC588-10	Acherontia lachesis
ABOLB534-15	Acherontia atropos
LEPIN021-13	Acherontia styx
BHULP1049-22	Pergesa acteus
MGABD795-11	Rhadinopasa hornimani
SPMNP140-07	Hypaedalea butleri
SPTMC999-13	Hypaedalea butleri
SPTMC1003-13	Hypaedalea insignis
ANLMN6797-21	Hypaedalea neglecta
SOWD852-07	Pseudopolyptychus foliaceus
LEPPK091-17	Sphecodina abbottii
GBGL43119-19	Sphecodina caudata
CNCLB2349-14	Amphion nessus
ABLCV039-09	Callionima falcifera
SPUEB087-07	Callionima ramsdeni
BLPAA13945-18	Callionima denticulata
GWORG581-08	Callionima pan
BCIOM432-23	Callionima inuus
CGCM403-08	Callionima grisescens
SATWB118-08	Callionima nomius
SATWB119-08	Callionima nomius
SOWC050-06	Callionima calliomenae
PERFH2445-24	Callionima acuta
SARBE915-12	Phanoxyla hystrix
SARBF713-14	Phanoxyla kitchingi
SPHPS022-10	Praedora plagiata
SOWD293-06	Praedora plagiata
SPPDA182-07	Praedora plagiata
SPPDA304-07	Praedora plagiata
SPHPS030-10	Praedora puchneri
SPHPS026-10	Praedora tropicalis
SPTMA135-07	Praedora leucophaea
SPHPS034-10	Praedora marshalli
SPAFR070-18	Praedora marshalli
SPAFR073-18	Praedora marshalli
SPHPS033-10	Praedora marshalli
SPAFR071-18	Praedora marshalli
AMAZ231-09	Phryxus caicus
LTOL259-07	Rhodafra marshalli
SPMNP281-07	Rhodafra marshalli
GWOTD950-12	Rhodafra opheltes
LTOL268-07	Neoclanis basalis
SPPBB179-09	Neoclanis similis
SPUEA879-07	Cechenena aegrota
SOWD051-06	Cechenena transpacifica
SOWD054-06	Cechenena transpacifica
LEPMY2981-25	Cechenena chimaera
EPNG7977-12	Cechenena helops
LEPML304-13	Cechenena helops
LEPML303-13	Cechenena helops
SPTMC944-13	Cechenena helops
SPTMC933-13	Cechenena helops
SPTMC934-13	Cechenena helops
GWOTP755-16	Cechenena helops
MAMOT2059-12	Cechenena mirabilis
BHULP825-22	Marumba cristata
SOWE023-07	Marumba cristata
GWOSV069-11	Marumba cristata
BHULP829-22	Marumba sperchius
CWLMA080-14	Marumba sperchius
BHULP828-22	Marumba spectabilis
SOWE041-07	Marumba tigrina
SPTMB132-10	Marumba tigrina
GWOTP706-16	Marumba amboinicus
SPUEB050-07	Marumba amboinicus
SOWD988-07	Marumba amboinicus
SPTMC531-12	Marumba amboinicus
SPTMC390-12	Marumba amboinicus
GWOTQ739-16	Marumba quercus
SOWE012-07	Marumba maackii
SPTMA112-07	Marumba nympha
GBAAM31871-25	Marumba gaschkewitschii
SPRBA133-08	Marumba gaschkewitschii
SPTMA113-07	Marumba indicus
GBAAM32500-25	Marumba saishiuana
SPUEB039-07	Marumba diehli
SOWA719-06	Marumba fenzelii
SOWE008-07	Marumba jankowskii
SOWF811-24	Marumba juvencus
SPTMC787-13	Marumba dyras
GBGL43151-19	Marumba dyras
SOWF797-24	Marumba dyras
SPTMB989-11	Marumba dyras
MAMOT3549-13	Marumba dyras
SOWF802-24	Marumba dyras
SOWE001-07	Marumba timora
SPTMC841-13	Marumba timora
BBLOB1524-11	Hemaris diffinis
CNCLB4196-17	Hemaris diffinis
CNCLB4197-17	Hemaris aethra
JBAZ104-09	Hemaris sp.
ABLCV049-09	Hemaris thetis
ABOLA281-14	Hemaris fuciformis
INSSD1258-20	Hemaris affinis
SPTMC143-12	Hemaris beresowskii
SARBF4075-19	Hemaris saundersii
SPHRL003-19	Hemaris venata
SPUEB141-07	Hemaris syra
SOWC486-06	Hemaris aksana
CNCLB2345-14	Hemaris gracilis
SOWC466-06	Hemaris ducalis
SARBF4396-20	Hemaris rubra
SARBF4082-19	Hemaris radians
SOWC471-06	Hemaris croatica
SPUEB154-07	Hemaris croatica
AKLEP385-24	Hemaris thysbe
FBLMU934-09	Hemaris tityus
RNOCF036-17	Euchloron megaera
SOWE560-07	Euchloron megaera
SPRBA413-08	Griseosphinx preechari
SOWE836-10	Griseosphinx collardi
SARBF2638-16	Pentateucha curiosa
QUNOE034-11	Pentateucha stueningi
GWOSV025-11	Pentateucha inouei
SAMPA1545-19	Pseudoangonyx excellens
GBAAW73357-24	Neogurelca himachala
SPTMC1346-18	Neogurelca himachala
GBAAW82023-24	Neogurelca hyas
GBABA6802-26	Neogurelca masuriensis
GBAAW44641-24	Neogurelca montana
BLPAA14519-19	Cotaena plenella
MNAR233-16	Cotaena mediana
CGUKC918-09	Acrolepia autumnitella
CGUKD541-09	Acrolepiopsis assectella
BBIOP2690-24	Acrolepiopsis marcidella
LNAUW4365-18	Acrolepiopsis incertella
GWORB4133-14	Acrolepiopsis vesperella
BSNTN070-23	Acrolepiopsis vesperella
CNCLA220-13	Acrolepiopsis heppneri
GBAAO21525-25	Acrolepiopsis sapporensis
BSNHM2227-25	Acrolepiopsis betulella
PMANL2429-12	Acrolepiopsis nr. japonica
KSLEP407-15	Acrolepiopsis leucoscia
MNAI506-09	Digitivalva delaireae
FBLMV367-09	Digitivalva reticulella
FGMLI023-17	Digitivalva arnicella
BSNTN072-23	Digitivalva piozae
NOELE2936-23	Digitivalva valeriella
PHLSA372-11	Digitivalva pappella
LEASU882-18	Digitivalva perlepidella
BSNTN074-23	Digitivalva eglanteriella
GMGMG1314-14	Digitivalva granitella
LEAST819-17	Digitivalva orientella
CGUKC360-09	Digitivalva pulicariae
BSNHM1607-25	Digitivalva solidaginis
BBLPD392-10	Diploschizia impigritella
BSNTN1702-24	Orthotelia sparganella
LNAUW4363-18	Pantosperma holochalca
LTOL1109-11	Lepidotarphius perornatellus
LNOUF263-11	Antipastis sp.
LTOL977-08	Antipastis xylophragma
MISA036-18	Antipastis clarkei
ARISE2384-26	Glyphipterix simpliciella
DTNHM8558-23	Glyphipterix simpliciella
LON4282-16	Glyphipterix simpliciella
LON2300-15	Glyphipterix simpliciella
ANICF794-10	Glyphipterix iometalla
BBLPD122-10	Glyphipterix sistes
LTOL1339-12	Glyphipterix quadragintapunctata
ARISE2385-26	Glyphipterix thrasonella
FGMLD305-13	Glyphipterix thrasonella
IBILP1969-20	Glyphipterix thrasonella
BCLEP4030-23	Glyphipterix thrasonella
FBLMU677-09	Glyphipterix equitella
LEEUA085-11	Glyphipterix equitella
LEFIK548-10	Glyphipterix equitella
PHLAC829-10	Glyphipterix equitella
PHLSA364-11	Glyphipterix equitella
PHLAD217-11	Glyphipterix equitella
LEATC343-13	Glyphipterix sp.
CGUKD123-09	Glyphipterix fuscoviridella
ARISE2383-26	Glyphipterix schoenicolella
ANICF808-10	Glyphipterix acinacella
NZLEP388-20	Glyphipterix oxymachaera
BGSNL2194-24	Glyphipterix loricatella
BGSNL2198-24	Glyphipterix minorella
BGSNL2199-24	Glyphipterix minorella
BGSNL2191-24	Glyphipterix fortunatella
ANICF747-10	Glyphipterix marmaropa
ANICF772-10	Glyphipterix protomacra
FBLMU670-09	Glyphipterix bergstraesserella
CNCLA1385-13	Glyphipterix circumscriptella
ANICF762-10	Glyphipterix palaeomorpha
ANICF763-10	Glyphipterix palaeomorpha
ANICF727-10	Glyphipterix chrysoplanetis
LNAUW4343-18	Glyphipterix powelli
CNCLA1672-13	Glyphipterix urticae
GBAAO11294-25	Glyphipterix sp. 1 BKB-2024b
ANICF811-10	Glyphipterix platydisema
CGUKC780-09	Glyphipterix forsterella
GBAAP15595-25	Glyphipterix forsterella
FGMLF273-15	Glyphipterix haworthana
LNAUW4356-18	Glyphipterix haworthana
LEAST187-17	Glyphipterix gianelliella
NOELE1078-21	Glyphipterix gianelliella
ANICF802-10	Glyphipterix pharetropis
ANICF730-10	Glyphipterix gypsonota
PHLAG481-12	Glyphipterix argyroguttella
ANICF782-10	Glyphipterix holodesma
ANICF725-10	Glyphipterix gemmipunctella
ANICF797-10	Glyphipterix phosphora
ANICF753-10	Glyphipterix leucoplaca
LEATJ1127-15	Glyphipterix nicaeella
LNAUT1041-14	Glyphipterix juncivora
ANICF816-10	Glyphipterix tetrasema
LNSWA190-05	Glyphipterix perimetalla
ANICF739-10	Glyphipterix perimetalla
ANICF833-10	Glyphipterix sp. ANIC1
ANICF757-10	Glyphipterix asteriella
ANICF827-10	Glyphipterix rhanteria
LNAUT1037-14	Glyphipterix californiae
ALLEP030-13	Glyphipterix saurodonta
ANICF803-10	Glyphipterix harpogramma
LNAUW4347-18	Glyphipterix ruidosensis
ANICF742-10	Glyphipterix cyanochalca
LNAUS5428-13	Glyphipterix montisella
ANICF825-10	Glyphipterix cometophora
ANICF820-10	Glyphipterix cyanophracta
BSNTN1517-24	Glyphipterix umbilici
CNCLA1393-13	Drymoana blanchardi
ANICF830-10	Carmentina pyristacta
ANICF832-10	Carmentina sp. ANIC1
BLPEG2418-14	Carmentina sp. ANIC1
AELEP044-15	Plutella xylostella
GBGL4524-07	Plutella sp. B
AMRNA2369-25	Plutella australiana
LEALT564-16	Plutella hyperboreella
LEAST569-17	Plutella haasi
LEFID118-10	Plutella haasi
MNAC1333-18	Plutella nr. haasi
ABOLB348-15	Plutella geniatella
NPBLB030-22	Plutella geniatella
PHLAB606-10	Plutella huemerella
MNAJ560-09	Plutella armoraciae
LON2736-16	Plutella polaris
LEPNF649-14	Plutella porrectella
CGUKC751-09	Plutella porrectella
LEPNF014-14	Plutella porrectella
MNAC1217-17	Plutella porrectella
FBLMW882-10	Eidophasia messingiella
BBLPF082-10	Eidophasia vanella
LNAUT966-14	Eidophasia vanella
IBILP1358-19	Eidophasia syenitella
LEFIJ2888-15	Eidophasia syenitella
LEFIJ2890-15	Eidophasia syenitella
CIOSF6399-23	Eidophasia dammersi
LEALT261-16	Eidophasia assmanni
EHL465-12	Rhigognostis interrupta
ABOLB305-15	Rhigognostis scharnikensis
ABOLA921-15	Rhigognostis senilella
PHLAF114-11	Rhigognostis wolfschlaegeri
LEEUA084-11	Rhigognostis annulatella
FBLMZ758-12	Rhigognostis hufnagelii
GBLAB1206-14	Rhigognostis schmaltzella
MICRR255-18	Rhigognostis schmaltzella
MICRR256-18	Rhigognostis schmaltzella
DEPAL236-20	Rhigognostis incarnatella
ANICG023-10	Tritymba dasybathra
ANICG028-10	Tritymba sp. ANIC1
GBGL16393-14	Tritymba sp.
GBGL16392-14	Tritymba sp.
ANICG013-10	Tritymba diatoma
ANICG030-10	Tritymba pamphaea
ANICG001-10	Tritymba pamphaea
ANICG011-10	Tritymba stichogramma
ANICG009-10	Tritymba stichogramma
ANICG015-10	Tritymba ochrocera
ANICB757-07	Tritymba acrospila
ANICG024-10	Tritymba xanthocoma
ANICG018-10	Tritymba dianipha
ANICF981-10	Phalangitis triaria
ANICF985-10	Phalangitis veterana
LNAUW4285-18	Spyridarcha epichrysa
NSWHA4273-23	Plutella1 psammochroa
NZLEP222-20	Chrysorthenches virgata
ASMIJ43356-24	Leuroperna sera
NZLEP524-20	Leuroperna sera
LNAUT954-14	Pliniaca bakerella
LNAUW4293-18	Ithutomus formosus
BGSNL529-23	Lunakia alyssella
LTOLB281-09	Doxophyrtis hydrocosma
LEFIA1315-10	Proditrix gahniae
ANICH346-10	Hyperxena scierana
LEUAE791-12	Paraxenistis nieukerkeniella
YAWAN556-14	PlutellidaeGEN sp. ACM3181
YAWAN557-14	PlutellidaeGEN sp. ACM3613
ANICF997-10	Orthenches epiphricta
NZLEP579-20	Orthenches dictyarcha
ANIC765-06	Diathryptica sp. ANIC2
ANICF964-10	Diathryptica sp. ANIC2
ANICF961-10	Diathryptica sp. ANIC1
ANICF958-10	Diathryptica proterva
ANICF959-10	Diathryptica proterva
ANICF954-10	Diathryptica callibrya
MHMYB623-09	Acoloithus Janzen20
WAGL018-14	Acoloithus rectarius
WAGL017-14	Acoloithus rectarius
ZYGMO768-13	Acoloithus totusniger
ZYGMO769-13	Acoloithus n sp. 1
LOFLD298-07	Acoloithus falsarius
MNAC630-07	Acoloithus falsarius
LGSMG287-07	Acoloithus falsarius
LNAUS147-12	Acoloithus novaricus
CNCLA342-13	Acoloithus novaricus
WAGL013-14	Acoloithus novaricus
WAGL016-14	Acoloithus sp.
LNAUS206-12	Pryeria sinica
ZYGMO834-13	Monalita faurei
ZYGMO835-13	Monalita laguerrei
GWORZ075-10	Jordanita subsolana
ZYGMO141-09	Jordanita subsolana
ABOLA861-15	Jordanita subsolana
ZYGMO319-10	Jordanita rungsi
ZYGMO134-09	Jordanita anatolica
ZYGMO401-10	Jordanita anatolica
ZYGMO566-12	Jordanita anatolica
ZYGMO568-12	Jordanita anatolica
GMLWD22896-25	Jordanita anatolica
GBAAW64930-24	Jordanita anatolica
ZYGMO528-12	Jordanita benderi
ZYGMO381-10	Jordanita kurdica
ZYGMO305-10	Jordanita paupera
ZYGMO524-12	Jordanita paupera
ZYGMO1034-14	Jordanita paupera
ZYGMO1035-14	Jordanita paupera
ZYGMO525-12	Jordanita almatiensis
ZYGMO311-10	Jordanita naufocki
ZYGMO113-09	Jordanita notata
IBILP1585-20	Jordanita notata
BSNTN1594-24	Jordanita notata
ZYGMO1176-15	Jordanita notata
GIRAZ121-23	Jordanita notata
ZYGMO153-09	Jordanita horni
ZYGMO527-12	Jordanita cognata
ZYGMO316-10	Jordanita algirica
ZYGMO308-10	Jordanita volgensis
LEASX867-22	Jordanita budensis
BCLEP1115-23	Jordanita tenuicornis
ZYGMO211-10	Jordanita graeca
ZYGMO313-10	Jordanita cirtana
IBILP975-19	Jordanita hispanica
ZYGMO116-09	Jordanita splendens
ZYGMO117-09	Jordanita splendens
ZYGMO210-10	Jordanita ambigua
ZYGMO314-10	Jordanita ambigua
ZYGMO310-10	Jordanita ambigua
ZYGMO382-10	Jordanita ambigua
GBAAW80768-24	Jordanita ambigua
FBLMX102-11	Adscita statices
ZYGMO241-10	Adscita statices
ZYGMO1127-14	Adscita statices
ABOLA484-14	Adscita geryon
ZYGMO267-10	Adscita geryon
PHLSA437-11	Adscita geryon
ZYGMO266-10	Adscita geryon
ZYGMO205-10	Adscita mauretanica
ZYGMO270-10	Adscita obscura
ZYGMO057-09	Adscita subdolosa
ZYGMO058-09	Adscita subdolosa
ZYGMO1005-14	Adscita amaura
ZYGMO202-10	Adscita pligori
ZYGMO071-09	Adscita italica
GBAAY51074-24	Adscita italica
ZYGMO056-09	Adscita subtristis
GWORZ076-10	Adscita mannii
IBILP180-17	Adscita jordani
LGSMC597-05	Pyromorpha dimidiata
CNCLA337-13	Pyromorpha caelebs
CNCLA332-13	Pyromorpha dyari
MHMYC707-09	Pyromorpha radialis
ZYGMO806-13	Pyromorpha brueckneriana
ZYGMO808-13	Pyromorpha cuchumatana
LNAUY144-19	Pyromorpha cinniana
ZYGMO803-13	Pyromorpha brueckneri
ZYGMO760-13	Neofelderia sp. 1
MNAP1014-13	Neofelderia rata
WAGL036-14	Neofelderia mexicana
ZYGMO784-13	Neofelderia hoerwertneri
BLPEF4888-13	Neoilliberis thyesta
ZYGMO757-13	Neoilliberis sp. 4
LTOLB789-11	Neoilliberis fusca
JBAZ134-09	Neoilliberis fusca
ZYGMO774-13	Neoilliberis mas
ZYGMO532-12	Neoilliberis sp. 2
ZYGMO773-13	Neoilliberis n. sp. 1
ZYGMO759-13	Neoilliberis ignorata
LEPMY2709-22	Retina constrictus
BHULP270-22	Campylotes histriconius
BHULP271-22	Campylotes sikkimensis
BLPAA6764-17	Pampa Janzen04
LEPPC374-15	Pampa hermieri
ZYGMO843-13	Pampa sp.
CNCLA344-13	Neoalbertia constans
PCCMO233-23	Phama iks
PCCMO017-21	Pseudophacusa multidentata
DEPAL363-21	Phacusa manilensis
DEPAL362-21	Phacusa crawfurdi
PCCMO011-21	Zama nigrigemma
PCCMO012-21	Zama nigrigemma
ZYGMO1206-15	Zama endocyanea
ZYGMO838-13	Pycnoctena angustula
BHULP361-22	Corma maculata
ZYGMO601-13	Chalcosia pectinicornis
EPNG8292-13	Heteropan dolens
PCCMO076-21	Heteropan analis
ZYGMO035-09	Zygaenoprocris persepolis
ZYGMO516-12	Zygaenoprocris persepolis
ZYGMO517-12	Zygaenoprocris persepolis
ZYGMO1193-15	Zygaenoprocris persepolis
ZYGMO1190-15	Zygaenoprocris persepolis
ZYGMO034-09	Zygaenoprocris persepolis
ZYGMO294-10	Zygaenoprocris minna
ZYGMO663-13	Zygaenoprocris eberti
ZYGMO339-10	Zygaenoprocris khorassana
ZYGMO031-09	Zygaenoprocris taftana
ZYGMO514-12	Zygaenoprocris taftana
ZYGMO039-09	Zygaenoprocris duskei
ZYGMO043-09	Zygaenoprocris duskei
ZYGMO234-10	Zygaenoprocris duskei
ZYGMO518-12	Zygaenoprocris duskei
ZYGMO052-09	Zygaenoprocris hofmanni
ZYGMO295-10	Zygaenoprocris rjabovi
ZYGMO047-09	Zygaenoprocris chalcochlora
ZYGMO521-12	Zygaenoprocris chalcochlora
ZYGMO520-12	Zygaenoprocris chalcochlora
ZYGMO539-12	Zygaenoprocris chalcochlora
ZYGMO1201-15	Zygaenoprocris chalcochlora
ZYGMO1200-15	Zygaenoprocris chalcochlora
ZYGMO541-12	Zygaenoprocris chalcochlora
ZYGMO1202-15	Zygaenoprocris chalcochlora
ZYGMO1198-15	Zygaenoprocris chalcochlora
ZYGMO050-09	Zygaenoprocris efetovi
ZYGMO236-10	Zygaenoprocris fredi
MHMYF298-10	Neoprocris flora
ZYGMO792-13	Neoprocris floridana
WAGL041-14	Neoprocris prunivora
WAGL040-14	Neoprocris aversa
GBGL26119-19	Scotopais tristis
AGIRI030-17	Trypanophora semihyalina
ZYGMO629-13	Psaphis euschemoides
GBGL26117-19	Psaphis azurea
GBGL26113-19	Phlebohecta fuscescens
LNU1478-18	Cadphises maculata
ZYGMO649-13	Philopator basimaculata
GBGL23960-19	Pseudonyctemera dissimulata
GBGL26112-19	Opisoplatia grandis
ZYGMO617-13	Gynautocera papilionaria
LNU1454-18	Gynautocera papilionaria
GWOSH850-10	Eterusia aedea
GWOSH852-10	Eterusia aedea
GWOSH777-10	Eterusia UB03
GWOSH774-10	Eterusia UB01
GBGL21905-19	Eterusia risa
ZYGMO611-13	Eterusia sp. 1
ZYGMO610-13	Eterusia angustipennis
GBGL26102-19	Eterusia repleta
ZYGMO612-13	Eterusia tricolor
GBGL26109-19	Milleria formosana
GWOSH776-10	Soritia UB01
GBGL24029-19	Soritia pulchella
QMA2361-13	Soritia pulchella
GBGL26099-19	Chalcophaedra zuleika
GBGL26115-19	Pompelon marginata
GBGL21893-19	Erasmia pulchella
GBGL26103-19	Eucorma obliquaria
LNAUS195-12	Triprocris yampai
CNCLA343-13	Triprocris yampai
WAGL042-14	Triprocris cyanea
WAGL049-14	Triprocris nr. smithsoniana
WAGL043-14	Triprocris nr. smithsoniana
LNAUS190-12	Triprocris smithsoniana
ZYGMO812-13	Triprocris lustrans
PCCMO048-21	Goazrea lao
PCCMO019-21	Maculaia danhi
PCCMO092-21	Alloprocris draesekei
GBGL26101-19	Erasmiphlebohecta picturata
ZYGMO006-09	Illiberis ellenae
PCCMO043-21	Illiberis flaviventris
INSSD2700-21	Illiberis ulmivora
PCCMO027-21	Illiberis banmauka
PCCMO117-22	Illiberis sp. 4
ZYGMO004-09	Illiberis rotundata
PCCMO077-21	Illiberis pruni
PCCMO045-21	Illiberis pruni
PCCMO106-22	Illiberis pruni
INSSD5509-21	Illiberis dirce
PCCMO031-21	Illiberis crispoides
PCCMO123-22	Illiberis crispa
PCCMO035-21	Illiberis sinensis
LTOLB681-11	Illiberis sinensis
PCCMO122-22	Illiberis sinensis
PCCMO213-23	Illiberis translucida
PCCMO258-23	Illiberis translucida
PCCMO276-23	Illiberis kislovskyi
PCCMO244-23	Illiberis kislovskyi
ZYGMO534-12	Illiberis cernyi
PCCMO282-23	Illiberis kuprijanovi
PCCMO068-21	Illiberis kuprijanovi
PCCMO037-21	Illiberis wuzhiensis
PCCMO028-21	Illiberis wuzhiensis
PCCMO052-21	Illiberis wuzhiensis
PCCMO047-21	Illiberis yuennanensis
PCCMO026-21	Illiberis yuennanensis
PCCMO132-22	Illiberis yuennanensis
PCCMO127-22	Illiberis li
PCCMO155-22	Illiberis ochracea
PCCMO153-22	Illiberis ochracea
ZYGMO287-10	Illiberis ochracea
PCCMO046-21	Illiberis ochracea
PCCMO024-21	Hedina psychina
ZYGMO197-10	Hedina elegans
PCCMO032-21	Hedina bispinosa
PCCMO263-23	Hedina albiventris
ZYGMO199-10	Hedina louisi
PCCMO062-21	Hedina annamita
PCCMO021-21	Hedina vietnama
GWOTK020-12	Chrysartona antenor
PCCMO099-22	Chrysartona courvoisierae
PCCMO005-21	Chrysartona murzini
PCCMO097-22	Chrysartona dangvani
PCCMO006-21	Chrysartona elegans
PCCMO007-21	Chrysartona birmana
ANICF195-10	Onceropyga anelia
ZYGMO438-10	Onceropyga anelia
ZYGMO1232-15	Onceropyga anelia
ANICF218-10	Turneriprocris dolens
ZYGMO009-09	Dubernardia djreuma
PCCMO159-22	Dubernardia djreuma
MAMOT1105-11	Epizygaenella caschmirensis
GBGL26118-19	Pseudopidorus fasciatus
GWOSH782-10	Pseudocaptesyle UB01
GBGL12886-14	Rhodopsona rubiginosa
LILLA050-11	Harrisina americana
BBLOB1588-11	Harrisina americana
LNAUS200-12	Harrisina metallica
ZYGMO533-12	Harrisina coracina
LNAUY082-19	Harrisina coracina
LNAUY081-19	Harrisina coracina
BLPDV3110-18	Harrisina Janzen18
BLPAA19811-20	Harrisina Janzen17
GBGL26111-19	Neochalcosia remota
ANICF219-10	Myrtartona coronias
ANICF226-10	Myrtartona rufiventris
ANICF222-10	Myrtartona leucopleura
ZYGMO966-14	Myrtartona leucopleura
EPNG8286-13	Herpolasia sp.
GWOSH847-10	Morionia sciara
LNAUW4008-18	Palmartona catoxantha
LEPAA951-18	Zygaena viciae
LEFIK832-10	Zygaena viciae
ZYGMO171-09	Zygaena carniolica
ZYGMO464-10	Zygaena carniolica
FGMLM252-18	Zygaena carniolica
ZYGMO1165-15	Zygaena cynarae
NOELE872-20	Zygaena cynarae
GIRAZ112-23	Zygaena cynarae
FBLMX113-11	Zygaena hippocrepidis
ABOLA487-14	Zygaena transalpina
LEPAA046-16	Zygaena transalpina
LEASV1354-19	Zygaena transalpina
ZYGMO545-12	Zygaena transalpina
LEPAA345-16	Zygaena transalpina
BCLEP1140-23	Zygaena transalpina
GWOUK911-22	Zygaena dorycnii
ABOLA488-14	Zygaena ephialtes
GWOTF950-12	Zygaena exulans
ABOLA719-14	Zygaena laeta
IRANB319-08	Zygaena tamara
IRANB320-08	Zygaena haematina
ZYGMO361-10	Zygaena haematina
ZYGMO363-10	Zygaena haematina
ZYGMO471-10	Zygaena osterodensis
LEFIL288-10	Zygaena osterodensis
LEPAA919-18	Zygaena osterodensis
LEPAA940-18	Zygaena osterodensis
BGEPL435-24	Zygaena rhadamanthus
BBIOP2785-24	Zygaena rhadamanthus
LPALE4152-23	Zygaena corsica
FBLMX114-11	Zygaena angelicae
ABOLB245-15	Zygaena purpuralis
ABOLB079-15	Zygaena purpuralis
ZYGMO869-14	Zygaena purpuralis
ZYGMO895-14	Zygaena purpuralis
ZYGMO167-09	Zygaena purpuralis
DEPAL128-20	Zygaena pseudorubicundus
DEPAL130-20	Zygaena smirnovi
ZYGMO929-14	Zygaena erythrus
ZYGMO908-14	Zygaena minos
ZYGMO887-14	Zygaena minos
DEPAL136-20	Zygaena minos
ZYGMO369-10	Zygaena cambysea
ZYGMO461-10	Zygaena olivieri
ZYGMO380-10	Zygaena chirazica
ZYGMO378-10	Zygaena naumanni
ZYGMO1148-15	Zygaena romeo
LEASW1714-20	Zygaena romeo
PHLAA442-09	Zygaena lavandulae
BGSNL1531-24	Zygaena lavandulae
BGSNL1488-24	Zygaena lavandulae
GIRAZ079-23	Zygaena hilaris
GBAAZ30853-24	Zygaena hilaris
BGSNL1519-24	Zygaena hilaris
BGSNL1480-24	Zygaena hilaris
BGLIB060-23	Zygaena hilaris
BGLIB065-23	Zygaena orana
BGLIB069-23	Zygaena orana
BGSNL1554-24	Zygaena orana
BGSNL1496-24	Zygaena orana
BGSNL1507-24	Zygaena alpherakyi
BGLIB062-23	Zygaena ignifera
BGSNL1491-24	Zygaena mana
BGSNL1537-24	Zygaena mana
BGLIB053-23	Zygaena centaureae
BGLIB058-23	Zygaena haberhaueri
BGLIB059-23	Zygaena haberhaueri
BGSNL1517-24	Zygaena haberhaueri
BGLIB057-23	Zygaena fraxini
BGSNL1514-24	Zygaena fraxini
BGLIB052-23	Zygaena anthyllidis
BGLIB056-23	Zygaena contaminei
BGSNL1510-24	Zygaena contaminei
GWORZ080-10	Zygaena oxytropis
BGSNL1498-24	Zygaena oxytropis
GRAEL4985-23	Zygaena sarpedon
BGSNL1575-24	Zygaena sarpedon
BGSNL1565-24	Zygaena sarpedon
BGEPL436-24	Zygaena sarpedon
BGSNL1577-24	Zygaena sarpedon
BGEPL443-24	Zygaena sarpedon
TDAOE8592-25	Zygaena punctum
FBLMX106-11	Zygaena fausta
ABOLB256-15	Zygaena loti
ZYGMO925-14	Zygaena rubicundus
ZYGMO163-09	Zygaena brizae
ZYGMO944-14	Zygaena brizae
NOELE3258-24	Zygaena brizae
ZYGMO469-10	Zygaena nevadensis
ZYGMO460-10	Zygaena formosa
ZYGMO463-10	Zygaena afghana
ZYGMO376-10	Zygaena escalerai
ABOLB253-15	Zygaena filipendulae
ABOLB034-15	Zygaena filipendulae
ZYGMO372-10	Zygaena cocandica
ZYGMO373-10	Zygaena cocandica
GIRAZ076-23	Zygaena occitanica
ANBIO063-19	Zygaena trifolii
IBILP2094-20	Zygaena trifolii
